11.75	J202149.5+364320	305.45667	2.00	36.72238	2.00	623.0	64.3	573.9	58.2	26.9	0.5	25.2	0.4	20.0	11.0	9.2	S	R62D57
14.96	J202218.5+365418	305.57712	2.30	36.90528	2.70	163.4	21.2	96.9	13.2	42.9	4.9	24.6	1.8	29.1	9.4	8.7	S	R62D57
19.67	J202135.5+370948	305.39792	2.10	37.16358	2.10	226.8	26.7	174.2	19.5	31.8	1.8	25.6	1.2	64.3	10.7	8.4	S	R62D57
20.25	J202032.7+363155	305.13635	2.00	36.53206	2.00	2725.5	273.3	1967.9	197.0	35.4	0.2	28.6	0.2	33.9	1.3	10.0	M	R62D57
22.75	J201933.7+370434	304.89081	2.30	37.07632	2.60	124.3	18.1	83.7	12.0	35.8	4.2	26.0	2.3	30.2	15.3	8.1	S	R62D57
26.19	J201951.0+362933	304.96259	2.10	36.49262	2.10	182.4	25.1	177.9	20.4	26.3	1.5	24.4	1.3	56.2	32.3	10.0	S	R62D57
29.52	J202011.8+362335	305.04932	2.40	36.39326	2.60	91.7	19.5	77.8	13.0	29.2	4.2	25.2	3.2	20.8	39.9	10.1	S	R62D57
30.40	J201852.2+363631	304.71762	2.30	36.60883	2.30	121.3	19.7	97.9	13.7	28.0	2.8	27.7	2.7	1.1	90.0	9.2	S	R62D57
30.46	J201959.2+371832	304.99695	2.40	37.30893	2.30	82.5	16.3	77.5	11.3	28.1	3.2	23.7	2.3	52.5	27.2	8.2	S	R62D57
32.83	J201831.3+370226	304.63055	2.20	37.04083	2.00	546.6	56.0	261.9	27.5	50.7	2.0	25.7	0.7	65.5	2.6	8.3	S	R62D57
36.55	J201823.8+370815	304.59955	2.10	37.13776	2.10	119.3	18.7	121.8	14.7	26.2	1.9	23.4	1.5	12.1	25.6	8.3	S	R62D57
38.57	J202022.0+372840	305.09180	2.10	37.47785	2.10	203.7	24.9	186.5	20.5	27.2	1.3	25.1	1.1	32.3	24.3	8.3	S	R62D57
39.59	J202422.3+365515	306.09320	2.10	36.92101	2.10	148.5	20.1	160.5	17.8	25.5	1.3	22.7	1.0	30.8	17.9	7.7	S	R62D57
41.41	J202430.7+364601	306.12823	2.30	36.76707	2.20	111.7	16.5	87.6	11.6	30.0	2.7	26.6	2.2	79.1	32.0	7.2	S	R62D57
41.47	J202201.4+361109	305.50620	2.60	36.18604	2.60	89.0	15.8	64.1	10.5	33.2	4.8	26.1	3.1	42.5	25.4	7.9	S	R62D57
42.15	J201943.0+372953	304.92953	2.40	37.49833	2.40	61.4	15.6	64.8	10.4	25.7	3.4	23.0	2.7	31.0	49.4	8.2	S	R62D57
42.25	J202003.6+373129	305.01520	2.50	37.52490	2.50	102.1	17.1	74.2	11.5	32.3	4.1	26.6	2.9	40.7	27.4	8.3	S	R62D57
42.64	J201759.8+363016	304.49924	2.10	36.50460	2.10	131.4	20.2	128.2	15.6	26.7	2.0	24.0	1.6	47.2	28.3	8.9	S	R62D57
44.41	J202025.9+360723	305.10794	2.00	36.12307	2.10	319.9	35.8	261.0	27.9	30.6	1.3	25.1	0.9	24.5	8.7	9.5	S	R62D57
46.37	J202432.0+363013	306.13342	2.00	36.50363	2.00	464.6	47.9	353.0	36.0	29.3	0.6	28.1	0.6	25.3	21.2	6.9	S	R62D57
46.55	J202450.7+370257	306.21146	2.20	37.04928	2.20	99.1	17.1	102.3	13.0	24.8	1.9	24.4	1.9	-40.1	0.7	8.0	S	R62D57
49.24	J201726.7+371354	304.36160	2.30	37.23171	2.40	79.1	17.3	81.0	12.0	25.9	2.9	23.6	2.4	-2.9	49.8	8.9	S	R62D57
55.11	J201648.5+363128	304.20221	2.20	36.52459	2.20	166.0	22.3	132.6	16.1	30.0	2.2	26.1	1.7	37.6	21.0	8.8	S	R62D57
56.06	J202154.6+374616	305.47772	2.20	37.77137	2.20	111.9	18.0	99.0	13.0	27.3	2.4	25.9	2.1	46.4	65.2	8.2	S	R62D57
57.71	J201834.3+374020	304.64328	2.80	37.67237	2.40	111.5	17.8	76.1	11.7	37.1	5.1	24.7	2.4	62.2	14.2	8.5	S	R62D57
58.33	J202424.4+373353	306.10193	2.70	37.56487	2.50	66.4	14.9	57.4	9.9	29.1	4.4	24.9	3.2	59.5	40.0	7.8	S	R62D57
58.44	J202454.2+361457	306.22604	2.10	36.24942	2.20	101.6	15.1	93.1	11.4	27.0	2.0	25.2	1.7	-1.6	44.7	6.5	S	R62D57
59.01	J201725.6+373039	304.35703	2.50	37.51085	2.30	93.7	17.4	77.6	11.9	29.0	3.5	26.0	2.9	-87.3	45.0	8.6	S	R62D57
59.77	J201742.3+373505	304.42636	2.50	37.58495	2.50	67.8	16.2	63.0	10.7	26.9	3.8	25.0	3.3	50.9	76.5	8.5	S	R62D57
60.42	J202003.8+375014	305.01593	2.10	37.83741	2.10	173.1	23.0	169.6	19.1	26.5	1.4	24.1	1.2	36.8	23.4	8.8	S	R62D57
60.90	J201654.3+372546	304.22632	2.30	37.42971	2.30	62.8	16.7	74.2	11.3	23.7	2.8	22.3	2.5	26.9	76.9	8.9	S	R62D57
61.29	J202133.8+355003	305.39096	2.00	35.83433	2.00	917.4	92.8	899.1	90.3	25.5	0.2	25.0	0.2	-84.6	17.8	8.2	S	R62D57
61.50	J202603.6+363628	306.51505	2.10	36.60796	2.10	139.6	18.1	121.2	14.0	27.4	1.6	26.3	1.5	28.2	58.5	6.7	S	R62D57
62.35	J201556.3+365933	303.98492	2.00	36.99250	2.00	338.5	38.0	339.8	35.4	25.9	0.8	24.1	0.7	6.6	16.6	9.9	S	R62D57
62.84	J202313.6+374831	305.80676	2.00	37.80867	2.00	260.6	29.4	242.1	25.5	27.4	1.0	24.6	0.8	65.2	13.8	8.0	S	R62D57
62.90	J202404.1+374258	306.01740	2.00	37.71625	2.00	366.0	38.8	277.0	28.9	29.8	0.9	27.7	0.8	61.9	17.6	7.8	S	R62D57
64.45	J201918.1+355021	304.82565	2.10	35.83929	2.20	155.6	22.9	138.5	17.1	27.5	2.1	25.6	1.8	19.6	43.0	9.8	S	R62D57
66.38	J201600.6+362516	304.00250	2.20	36.42123	2.20	220.2	26.5	150.0	17.8	31.0	2.0	29.6	1.9	-15.2	54.7	9.0	C	R62D57
66.49	J201558.6+362555	303.99438	2.10	36.43209	2.10	196.8	25.0	186.4	20.7	26.4	1.3	25.0	1.2	32.7	38.3	9.0	C	R62D57
67.69	J202340.1+355058	305.91721	2.20	35.84969	2.40	72.3	13.7	67.1	9.6	28.6	3.2	23.5	2.2	17.5	22.3	6.7	S	R62D56
68.13	J202555.4+361543	306.48117	3.50	36.26217	3.00	161.7	21.3	49.6	8.0	45.7	8.3	18.9	1.6	36.5	8.4	6.3	M	R62D56
68.54	J202638.7+370724	306.66159	2.20	37.12352	2.20	142.2	19.5	116.4	14.3	29.2	2.2	26.2	1.8	52.8	28.6	7.9	S	R62D57
70.08	J201528.7+371057	303.86993	2.00	37.18262	2.00	1629.6	163.9	1580.8	158.4	25.9	0.2	24.9	0.2	30.8	5.8	10.3	S	R62D57
70.75	J201914.4+354357	304.81030	2.10	35.73266	2.10	177.0	24.0	187.2	20.9	25.3	1.3	23.4	1.1	37.7	26.6	9.3	S	R62D57
72.02	J201925.7+354155	304.85736	2.40	35.69874	2.40	79.1	17.7	78.3	12.0	26.7	3.3	23.7	2.6	44.7	41.7	9.1	S	R62D57
72.71	J201645.5+360032	304.18982	2.00	36.00905	2.00	1507.1	151.4	1464.9	146.7	26.0	0.2	24.7	0.1	43.9	4.2	8.5	S	R62D57
73.96	J201516.7+362700	303.81985	2.00	36.45011	2.00	2541.5	255.0	2122.1	212.4	29.9	0.1	24.0	0.1	37.3	0.9	9.0	M	R62D57
77.91	J202048.2+380855	305.20084	2.10	38.14862	2.20	131.2	20.3	124.3	15.4	27.6	2.2	23.9	1.6	37.0	22.3	9.0	S	R62D57
78.24	J202724.9+371040	306.85388	2.10	37.17805	2.10	191.8	23.6	186.7	20.3	26.3	1.2	24.5	1.0	48.4	26.6	7.9	S	R62D57
79.00	J201722.2+354607	304.34250	2.10	35.76885	2.20	106.2	18.5	112.1	14.1	24.9	2.0	23.8	1.8	23.5	65.2	8.7	S	R62D57
