49.74	J193744.7+232438	294.43649	2.00	23.41064	2.10	105.8	13.2	109.2	11.8	25.2	1.1	24.0	1.0	-13.5	34.0	4.5	S	R60D49
49.82	J193513.6+244219	293.80692	2.00	24.70532	2.00	691.6	70.2	624.5	62.6	26.4	0.2	25.0	0.2	68.9	6.7	4.9	M	R59D50
51.04	J193821.1+240642	294.58820	2.10	24.11189	2.00	128.3	15.0	115.7	12.5	27.2	1.1	25.4	1.0	85.7	24.5	4.6	S	R60D49
51.11	J193638.6+230847	294.16095	2.00	23.14655	2.00	1223.6	122.8	1027.6	102.8	29.1	0.1	25.8	0.1	31.4	1.6	4.2	M	R60D49
51.21	J193543.5+230325	293.93155	2.00	23.05709	2.00	313.9	32.1	291.9	29.5	26.4	0.4	25.5	0.3	49.6	16.3	3.8	S	R60D49
52.67	J193831.0+240422	294.62930	2.00	24.07289	2.10	216.2	22.9	144.9	15.3	34.0	1.2	27.4	0.8	-2.0	6.9	4.5	S	R60D49
52.95	J193802.7+232506	294.51157	2.10	23.41838	2.10	138.8	15.8	107.9	11.8	31.2	1.5	25.8	1.0	-78.7	10.2	4.5	S	R60D49
53.05	J193054.1+235055	292.72559	2.20	23.84872	2.20	61.7	10.2	58.7	7.6	26.1	2.1	25.2	2.0	-43.6	90.0	4.7	S	R59D50
53.61	J193654.0+243752	294.22510	2.00	24.63121	2.00	452.6	46.0	399.4	40.3	27.4	0.4	25.8	0.3	-80.3	8.4	4.9	S	R60D49
53.70	J193820.6+241453	294.58591	2.30	24.24815	2.30	43.6	9.0	42.8	6.3	26.4	2.9	24.1	2.5	51.5	50.5	4.6	S	R60D49
54.05	J193704.7+243644	294.26962	2.20	24.61228	2.20	98.8	12.7	72.1	8.8	31.7	2.4	27.1	1.8	-59.1	19.6	4.8	S	R60D49
54.79	J193048.2+234611	292.70096	2.20	23.76977	2.30	66.7	10.2	54.0	7.2	29.2	2.7	26.4	2.2	-15.9	37.5	4.6	S	R59D48
55.71	J193815.9+242120	294.56650	2.50	24.35576	2.30	100.2	12.3	57.5	7.5	40.6	4.0	26.8	1.9	-58.2	10.1	4.6	S	R60D49
56.79	J193037.8+235043	292.65756	2.00	23.84553	2.00	1778.3	178.4	1230.4	123.1	32.2	0.1	28.8	0.1	-30.4	1.7	4.7	M	R59D50
56.80	J193848.0+234014	294.70020	2.60	23.67066	2.50	34.5	8.2	31.2	5.4	28.6	4.4	24.2	3.2	-53.9	37.5	4.4	S	R60D49
56.99	J193848.5+240617	294.70224	2.00	24.10497	2.00	960.4	96.9	734.0	73.5	30.0	0.2	27.1	0.2	23.1	2.8	4.5	M	R60D49
58.66	J193828.8+242210	294.62006	2.50	24.36958	2.30	58.8	9.6	45.3	6.6	31.0	3.5	26.2	2.6	-66.4	27.3	4.5	S	R60D49
